Record number	date	time	Radial Pump P(MPa)	Radial Pump V(mL)	Radial Pump Q(mL/m)	Axial Pump P(MPa)	Axial Pump V(mL)	Axial Pump Q(mL/m)	Bottom Pore Pump P(MPa)	Bottom Pore Pump V(mL)	Bottom Pore Pump Q(mL/m)	Top Pore Pump P(MPa)	Top Pore Pump V(mL)	Top Pore Pump Q(mL/m)	Radial Pressure(MPa)	Axial Pressure(MPa)	Top Pore Pressure(MPa)	Bottom Pore Pressure(MPa)	Calculated Axial Stress(MPa)	Calculated Axial Load(kN)	T Cap reg(°C)	T Body reg(°C)	Top Temperature(°C)	Bottom Temperature (°C)	Deformation 1(mm)	Deformation 2(mm)	Deformation 3(mm)	Average Deformation(mm)	Relative Average Deformation(mm)	
2342	31/03/2017	13:28:09	11.372	137.034	 4.864	 4.885	178.748	   0.0	 3.845	167.617	  0.09	 0.199	146.841	 -1.47	11.420	 4.701	  3.75	  3.77	11.9472475967632	15.0133892199956	 23.98	 23.90	 26.46	 26.04	12.168	12.362	11.906	12.1453333333338	1.22666666668374	
2343	31/03/2017	13:28:11	11.373	137.250	 4.970	 4.880	178.751	   0.5	 3.815	167.622	  0.09	 0.199	146.841	 -1.47	11.394	 4.698	  3.73	  3.75	11.9767530079844	15.0504668999638	 23.98	 23.90	 26.46	 26.05	12.168	12.362	11.906	12.1453333333338	1.22666666668374	
2344	31/03/2017	13:28:13	11.188	137.416	 5.381	 4.870	178.764	   0.5	 3.800	167.625	  0.10	 0.199	146.841	 -1.47	11.357	 4.672	  3.71	  3.73	11.8587658438337	14.905415939982	 23.98	 23.90	 26.46	 26.04	12.169	12.362	11.906	12.1456666666636	1.22633333335398	
2345	31/03/2017	13:28:15	11.344	137.489	 4.012	 4.847	178.775	   0.0	 3.783	167.628	  0.09	 0.199	146.841	 -1.47	11.327	 4.669	  3.69	  3.71	11.8962082617218	14.9642120900389	 23.98	 23.90	 26.46	 26.04	12.168	12.362	11.907	12.1456666666782	1.22633333333943	
2346	31/03/2017	13:28:17	11.295	137.725	 4.864	 4.837	178.777	   0.5	 3.752	167.633	  0.10	 0.199	146.841	 -1.47	11.297	 4.653	  3.67	  3.69	11.8379484418256	14.8760395299469	 23.98	 23.90	 26.46	 26.04	12.169	12.362	11.907	12.1460000000079	1.22600000000966	
2347	31/03/2017	13:28:19	11.159	137.874	 4.394	 4.816	178.801	   0.0	 3.735	167.636	  0.10	 0.199	146.841	 -1.47	11.259	 4.638	  3.65	  3.67	11.8029243458586	14.832026849981	 23.98	 23.90	 26.45	 26.04	12.169	12.363	11.907	12.1463333333377	1.2256666666799	
2348	31/03/2017	13:28:22	11.229	137.969	 3.983	 4.812	178.811	   0.4	 3.719	167.639	  0.09	 0.199	146.841	 -1.47	11.231	 4.628	  3.63	  3.65	11.7848662862671	14.8093343699875	 23.98	 23.90	 26.45	 26.05	12.169	12.362	11.907	12.1460000000079	1.22600000000966	
2349	31/03/2017	13:28:24	11.075	138.213	 5.020	 4.793	178.824	   0.5	 3.688	167.644	  0.10	 0.199	146.841	 -1.47	11.200	 4.609	  3.60	  3.62	11.7065055862768	14.6998416100396	 23.98	 23.90	 26.45	 26.02	12.170	12.363	11.907	12.1466666666674	1.22533333335014	
2350	31/03/2017	13:28:26	11.166	138.300	 4.366	 4.782	178.828	   0.0	 3.676	167.646	  0.10	 0.199	146.841	 -1.47	11.163	 4.606	  3.58	  3.60	11.7578377658065	14.7753692500264	 23.98	 23.90	 26.45	 26.02	12.169	12.363	11.907	12.1463333333377	1.2256666666799	
2351	31/03/2017	13:28:28	11.139	138.521	 4.006	 4.767	178.831	   0.5	 3.646	167.652	  0.10	 0.199	146.841	 -1.47	11.136	 4.585	  3.56	  3.58	11.6568166380166	14.6484220600105	 23.98	 23.90	 26.45	 26.00	12.169	12.363	11.907	12.1463333333377	1.2256666666799	
2352	31/03/2017	13:28:30	10.985	138.678	 4.843	 4.751	178.855	   0.0	 3.628	167.655	  0.10	 0.199	146.841	 -1.47	11.103	 4.574	  3.54	  3.56	11.647270881047	14.6364264799631	 23.98	 23.89	 26.45	 25.99	12.169	12.363	11.907	12.1463333333377	1.2256666666799	
2353	31/03/2017	13:28:32	11.081	138.763	 3.796	 4.749	178.855	   0.0	 3.598	167.658	  0.10	 0.199	146.841	 -1.47	11.077	 4.569	  3.52	  3.54	11.6479047459434	14.6372230199631	 23.98	 23.89	 26.45	 25.99	12.170	12.363	11.907	12.1466666666674	1.22533333335014	
2354	31/03/2017	13:28:35	10.998	139.014	 4.362	 4.730	178.877	   0.5	 3.581	167.664	  0.10	 0.199	146.841	 -1.47	11.043	 4.544	  3.49	  3.51	11.5395219076308	14.5042412399343	 23.98	 23.89	 26.45	 26.00	12.170	12.363	11.907	12.1466666666674	1.22533333335014	
2355	31/03/2017	13:28:37	10.944	139.143	 4.829	 4.715	178.884	   0.0	 3.564	167.666	  0.10	 0.199	146.841	 -1.47	11.007	 4.540	  3.47	  3.49	11.5894451314671	14.5637603300274	 23.98	 23.89	 26.45	 26.01	12.170	12.363	11.907	12.1466666666674	1.22533333335014	
2356	31/03/2017	13:28:39	10.944	139.255	 4.970	 4.714	178.892	   0.6	 3.534	167.672	  0.10	 0.199	146.841	 -1.47	10.980	 4.524	  3.45	  3.47	11.5172955500166	14.4485576499719	 23.98	 23.89	 26.44	 26.03	12.170	12.363	11.907	12.1466666666674	1.22533333335014	
2357	31/03/2017	13:28:41	10.769	139.513	 5.353	 4.685	178.909	   0.0	 3.519	167.675	  0.11	 0.199	146.841	 -1.47	10.946	 4.510	  3.43	  3.45	11.4816961580073	14.4283586600068	 23.98	 23.89	 26.43	 26.03	12.171	12.363	11.908	12.1473333333415	1.22466666667606	
2358	31/03/2017	13:28:43	10.932	139.579	 3.988	 4.684	178.909	   0.0	 3.490	167.677	  0.10	 0.199	146.841	 -1.47	10.915	 4.508	  3.41	  3.43	11.5284845381393	14.4871548100054	 23.98	 23.89	 26.44	 26.03	12.170	12.363	11.908	12.1469999999972	1.22500000002037	
2359	31/03/2017	13:28:45	10.871	139.809	 3.785	 4.665	178.929	   0.6	 3.473	167.683	  0.11	 0.199	146.841	 -1.47	10.886	 4.481	  3.39	  3.41	11.3872616501176	14.3096884800179	 23.98	 23.89	 26.44	 26.03	12.171	12.363	11.908	12.1473333333415	1.22466666667606	
2360	31/03/2017	13:28:48	10.757	139.954	 4.336	 4.645	178.939	   0.0	 3.456	167.686	  0.11	 0.199	146.841	 -1.47	10.850	 4.473	  3.37	  3.39	11.3998010249197	14.3254459599557	 23.99	 23.89	 26.43	 26.04	12.170	12.363	11.908	12.1469999999972	1.22500000002037	
2361	31/03/2017	13:28:50	10.766	140.166	 4.030	 4.646	178.941	   0.2	 3.428	167.692	  0.11	 0.199	146.841	 -1.47	10.826	 4.469	  3.35	  3.37	11.4278974805493	14.3607530899608	 23.98	 23.89	 26.43	 26.03	12.170	12.363	11.908	12.1469999999972	1.22500000002037	
2362	31/03/2017	13:28:52	10.599	140.298	 5.022	 4.634	178.955	   0.3	 3.412	167.695	  0.11	 0.199	146.841	 -1.47	10.790	 4.453	  3.32	  3.34	11.3716219124472	14.2900349600677	 23.98	 23.89	 26.43	 26.03	12.171	12.363	11.908	12.1473333333415	1.22466666667606	
2363	31/03/2017	13:28:54	10.764	140.387	 3.783	 4.622	178.962	   0.2	 3.397	167.698	  0.11	 0.199	146.841	 -1.47	10.754	 4.439	  3.30	  3.32	11.3399910236767	14.2502863200061	 23.98	 23.88	 26.42	 26.04	12.171	12.363	11.908	12.1469999999972	1.22500000002037	
2364	31/03/2017	13:28:56	10.724	140.628	 3.980	 4.607	178.975	   0.2	 3.364	167.704	  0.11	 0.199	146.841	 -1.47	10.727	 4.428	  3.28	  3.30	11.3125870018266	14.2158493299794	 23.98	 23.88	 26.42	 26.02	12.171	12.363	11.908	12.1473333333415	1.22466666667606	
2365	31/03/2017	13:28:58	10.553	140.781	 4.803	 4.598	178.982	   0.2	 3.348	167.707	  0.11	 0.199	146.841	 -1.47	10.691	 4.414	  3.25	  3.28	11.2809561130853	14.1761006899469	 23.99	 23.88	 26.42	 26.02	12.171	12.363	11.908	12.1469999999972	1.22500000002037	
2366	31/03/2017	13:29:01	10.555	140.858	 3.789	 4.579	178.996	   0.2	 3.317	167.710	  0.11	 0.199	146.841	 -1.47	10.662	 4.400	  3.24	  3.26	11.2354354628042	14.1188976199919	 23.99	 23.88	 26.42	 26.03	12.171	12.363	11.908	12.1473333333415	1.22466666667606	
2367	31/03/2017	13:29:03	10.597	141.100	 4.027	 4.574	179.002	   0.2	 3.302	167.716	  0.11	 0.199	146.841	 -1.47	10.634	 4.389	  3.22	  3.23	11.2100156926463	14.0869541200082	 23.99	 23.88	 26.42	 26.02	12.171	12.363	11.908	12.1473333333415	1.22466666667606	
2368	31/03/2017	13:29:05	10.565	141.220	 4.816	 4.559	179.015	   0.2	 3.287	167.719	  0.12	 0.199	146.841	 -1.47	10.599	 4.377	  3.19	  3.21	11.1911239734764	14.0632140300295	 23.99	 23.88	 26.42	 26.02	12.171	12.363	11.908	12.1473333333415	1.22466666667606	
2369	31/03/2017	13:29:07	10.563	141.434	 4.331	 4.542	179.028	   0.3	 3.257	167.725	  0.11	 0.199	146.841	 -1.47	10.572	 4.365	  3.17	  3.19	11.1563582409872	14.0369804499787	 23.99	 23.88	 26.42	 26.02	12.171	12.363	11.908	12.1473333333415	1.22466666667606	
2370	31/03/2017	13:29:09	10.351	141.608	 5.310	 4.532	179.036	   0.3	 3.238	167.729	  0.12	 0.199	146.841	 -1.47	10.538	 4.351	  3.15	  3.17	11.1207588489924	13.974790399996	 23.99	 23.88	 26.42	 26.02	12.171	12.363	11.908	12.1473333333415	1.22466666667606	
2371	31/03/2017	13:29:12	10.502	141.698	 3.988	 4.513	179.044	   0.2	 3.221	167.732	  0.12	 0.199	146.841	 -1.47	10.504	 4.338	  3.13	  3.15	11.0925211675494	13.9393057999841	 23.98	 23.88	 26.42	 26.02	12.171	12.363	11.909	12.1476666666713	1.22433333334629	
2372	31/03/2017	13:29:14	10.472	141.937	 5.048	 4.506	179.057	   0.3	 3.190	167.739	  0.12	 0.199	146.841	 -1.47	10.477	 4.326	  3.11	  3.13	11.057755435133	13.8956177900109	 23.99	 23.88	 26.42	 26.02	12.172	12.364	11.909	12.148000000001	1.22400000001653	
2373	31/03/2017	13:29:16	10.282	142.122	 5.326	 4.495	179.065	   0.2	 3.171	167.743	  0.12	 0.199	146.841	 -1.47	10.442	 4.313	  3.08	  3.10	11.0315020053531	13.8626266800129	 23.99	 23.88	 26.42	 26.02	12.171	12.364	11.909	12.148000000001	1.22400000001653	
2374	31/03/2017	13:29:18	10.422	142.200	 3.960	 4.478	179.079	   0.2	 3.154	167.746	  0.12	 0.199	146.841	 -1.47	10.413	 4.301	  3.06	  3.08	11.0007047762192	13.8239256499946	 23.99	 23.88	 26.42	 25.99	12.172	12.363	11.909	12.148000000001	1.22400000001653	
2375	31/03/2017	13:29:20	10.369	142.438	 4.798	 4.470	179.085	   0.2	 3.123	167.753	  0.12	 0.199	146.841	 -1.47	10.383	 4.288	  3.04	  3.06	10.9645300881821	13.7784670900146	 23.99	 23.88	 26.41	 25.99	12.172	12.363	11.909	12.148000000001	1.22400000001653	
2376	31/03/2017	13:29:23	10.227	142.582	 5.292	 4.453	179.099	   0.2	 3.106	167.756	  0.12	 0.199	146.841	 -1.47	10.347	 4.276	  3.02	  3.04	10.9476226206607	13.7647009600041	 23.99	 23.88	 26.41	 25.99	12.172	12.363	11.909	12.148000000001	1.22400000001653	
2377	31/03/2017	13:29:25	10.248	142.673	 4.055	 4.437	179.113	   0.3	 3.077	167.759	  0.12	 0.199	146.841	 -1.47	10.322	 4.262	  2.99	  3.01	10.8941649637418	13.7050044000498	 23.99	 23.88	 26.42	 25.99	12.172	12.364	11.909	12.1483333333308	1.22366666668677	
2378	31/03/2017	13:29:27	10.200	142.921	 5.019	 4.427	179.120	   0.2	 3.059	167.766	  0.13	 0.199	146.841	 -1.47	10.290	 4.251	  2.97	  2.99	10.8766822001053	13.6780478799628	 23.99	 23.88	 26.42	 25.98	12.172	12.364	11.909	12.1483333333308	1.22366666668677	
2379	31/03/2017	13:29:29	10.221	143.028	 4.331	 4.413	179.132	   0.2	 3.044	167.770	  0.12	 0.199	146.841	 -1.47	10.259	 4.238	  2.95	  2.97	10.8424917637458	13.645056769994	 23.99	 23.88	 26.42	 25.98	12.172	12.364	11.909	12.1483333333308	1.22366666668677	
2380	31/03/2017	13:29:31	10.213	143.256	 5.328	 4.404	179.139	   0.3	 3.012	167.776	  0.13	 0.199	146.841	 -1.47	10.231	 4.225	  2.93	  2.95	10.8023485723679	13.5746633099916	 23.99	 23.88	 26.40	 25.96	12.172	12.364	11.909	12.1483333333308	1.22366666668677	
2381	31/03/2017	13:29:33	10.020	143.422	 5.116	 4.387	179.153	   0.2	 2.998	167.780	  0.13	 0.199	146.841	 -1.47	10.193	 4.212	  2.91	  2.93	10.7820478975627	13.5491526699916	 23.99	 23.88	 26.41	 25.96	12.172	12.364	11.909	12.1483333333308	1.22366666668677	
2382	31/03/2017	13:29:36	10.165	143.493	 3.767	 4.377	179.159	   0.2	 2.981	167.783	  0.13	 0.199	146.841	 -1.47	10.166	 4.201	  2.89	  2.91	10.7546438757272	13.5111745799804	 23.99	 23.88	 26.40	 25.97	12.173	12.364	11.909	12.1486666666606	1.223333333357	
2383	31/03/2017	13:29:38	10.115	143.725	 5.322	 4.362	179.172	   0.3	 2.951	167.790	  0.13	 0.199	146.841	 -1.47	10.137	 4.187	  2.87	  2.89	10.709123225417	13.4649930799933	 23.99	 23.88	 26.40	 25.98	12.173	12.364	11.909	12.1486666666606	1.223333333357	
2384	31/03/2017	13:29:40	10.024	143.849	 4.812	 4.346	179.185	   0.2	 2.936	167.794	  0.13	 0.199	146.841	 -1.47	10.101	 4.175	  2.84	  2.86	10.6922157578956	13.4462399699987	 23.99	 23.88	 26.40	 25.98	12.173	12.364	11.910	12.1490000000194	1.22299999999814	
2385	31/03/2017	13:29:42	10.004	143.961	 4.968	 4.340	179.192	   0.2	 2.904	167.797	  0.13	 0.199	146.841	 -1.47	10.076	 4.163	  2.82	  2.84	10.6534815221385	13.4000584700116	 23.99	 23.88	 26.41	 25.98	12.174	12.364	11.910	12.1493333333492	1.22266666666837	
2386	31/03/2017	13:29:44	 9.851	144.216	 4.020	 4.323	179.199	   0.2	 2.889	167.805	  0.13	 0.199	146.841	 -1.47	10.044	 4.151	  2.80	  2.82	10.6286370479793	13.3563704599801	 23.99	 23.88	 26.42	 25.98	12.173	12.364	11.910	12.1490000000194	1.22299999999814	
2387	31/03/2017	13:29:46	 9.981	144.324	 3.963	 4.313	179.212	   0.2	 2.871	167.809	  0.14	 0.199	146.841	 -1.47	10.012	 4.140	  2.78	  2.80	10.6111542844155	13.3344009199791	 23.99	 23.88	 26.42	 25.98	12.173	12.364	11.910	12.1490000000194	1.22266666666837	
2388	31/03/2017	13:29:49	 9.966	144.471	 4.975	 4.295	179.227	   0.3	 2.838	167.813	  0.14	 0.199	146.841	 -1.47	 9.985	 4.126	  2.76	  2.78	10.5616651307646	13.2722108699381	 23.99	 23.88	 26.42	 25.97	12.174	12.364	11.910	12.1493333333492	1.22266666666837	
2389	31/03/2017	13:29:51	 9.787	144.719	 5.343	 4.287	179.234	   0.2	 2.824	167.820	  0.14	 0.199	146.841	 -1.47	 9.950	 4.113	  2.73	  2.76	10.5354117010429	13.2281981899723	 23.99	 23.88	 26.42	 25.97	12.174	12.364	11.910	12.1493333333492	1.22266666666837	
2390	31/03/2017	13:29:53	 9.923	144.786	 3.965	 4.267	179.251	   0.4	 2.808	167.824	  0.14	 0.199	146.841	 -1.47	 9.923	 4.096	  2.71	  2.73	10.4638374156493	13.1457355499588	 23.99	 23.88	 26.42	 25.97	12.174	12.364	11.910	12.1493333333492	1.22266666666837	
2391	31/03/2017	13:29:55	 9.869	145.026	 3.764	 4.255	179.258	   0.0	 2.775	167.831	  0.14	 0.199	146.841	 -1.47	 9.893	 4.087	  2.69	  2.71	10.4571095699503	13.1390516200336	 23.99	 23.88	 26.42	 25.96	12.174	12.364	11.910	12.1493333333492	1.22266666666837	
2392	31/03/2017	13:29:58	 9.750	145.163	 4.330	 4.244	179.271	   0.3	 2.761	167.835	  0.14	 0.199	146.841	 -1.47	 9.857	 4.072	  2.67	  2.69	10.4181169706571	13.0740434100298	 23.99	 23.88	 26.41	 25.96	12.174	12.364	11.910	12.1493333333492	1.22266666666837	
2393	31/03/2017	13:30:00	 9.795	145.270	 4.046	 4.233	179.281	   0.3	 2.743	167.839	  0.14	 0.199	146.841	 -1.47	 9.830	 4.058	  2.65	  2.67	10.3686278170353	13.0420999099879	 23.99	 23.88	 26.41	 25.97	12.175	12.365	11.911	12.1500000000087	1.22200000000885	
2394	31/03/2017	13:30:02	 9.644	145.513	 4.920	 4.221	179.288	   0.3	 2.714	167.847	  0.15	 0.199	146.841	 -1.47	 9.799	 4.051	  2.63	  2.65	10.3786076442047	13.0421735100099	 23.99	 23.88	 26.41	 25.96	12.174	12.365	11.911	12.1503333333385	1.22166666667908	
2395	31/03/2017	13:30:04	 9.753	145.610	 4.351	 4.212	179.298	   0.4	 2.698	167.851	  0.15	 0.199	146.841	 -1.47	 9.767	 4.032	  2.60	  2.63	10.3022311958484	12.9461958099564	 23.99	 23.88	 26.41	 25.96	12.175	12.365	11.911	12.1503333333385	1.22166666667908	
2396	31/03/2017	13:30:06	 9.554	145.768	 5.360	 4.191	179.312	   0.3	 2.665	167.855	  0.14	 0.199	146.841	 -1.47	 9.741	 4.024	  2.58	  2.61	10.2949280541652	12.9370183900028	 23.99	 23.88	 26.41	 25.96	12.175	12.365	11.911	12.1503333333385	1.22166666667908	
2397	31/03/2017	13:30:08	 9.555	146.004	 4.815	 4.181	179.316	   0.3	 2.651	167.863	  0.15	 0.199	146.841	 -1.47	 9.707	 4.012	  2.56	  2.58	10.2740520833759	12.9107848100684	 23.99	 23.88	 26.41	 25.96	12.174	12.365	11.911	12.1500000000087	1.22200000000885	
2398	31/03/2017	13:30:11	 9.671	146.091	 3.768	 4.165	179.334	   0.0	 2.634	167.867	  0.15	 0.199	146.841	 -1.47	 9.679	 3.999	  2.54	  2.56	10.2339088919398	12.8603392699588	 23.99	 23.88	 26.41	 25.97	12.174	12.365	11.911	12.1500000000087	1.22200000000885	
2399	31/03/2017	13:30:13	 9.615	146.310	 4.338	 4.161	179.340	   0.4	 2.606	167.875	  0.15	 0.199	146.841	 -1.47	 9.649	 3.991	  2.52	  2.54	10.2345427568653	12.8611358099879	 23.99	 23.88	 26.40	 25.97	12.175	12.365	11.911	12.1503333333385	1.22166666667908	
2400	31/03/2017	13:30:15	 9.524	146.458	 4.835	 4.143	179.352	   0.4	 2.588	167.879	  0.16	 0.199	146.841	 -1.47	 9.615	 3.970	  2.50	  2.52	10.1474113906734	12.7516430499818	 23.99	 23.88	 26.40	 25.96	12.175	12.365	11.911	12.1503333333385	1.22166666667908	
2401	31/03/2017	13:30:17	 9.529	146.559	 4.870	 4.127	179.364	   0.0	 2.572	167.884	  0.15	 0.199	146.841	 -1.47	 9.595	 3.963	  2.48	  2.50	10.143501456274	12.7467296700197	 23.99	 23.88	 26.41	 25.96	12.175	12.365	11.911	12.1503333333385	1.22166666667908	
2402	31/03/2017	13:30:19	 9.353	146.807	 5.366	 4.126	179.364	   0.3	 2.542	167.892	  0.15	 0.199	146.841	 -1.47	 9.560	 3.957	  2.46	  2.48	10.1608429940097	12.7457556599984	 23.99	 23.88	 26.41	 25.96	12.175	12.365	11.911	12.1503333333385	1.22166666667908	
2403	31/03/2017	13:30:21	 9.521	146.893	 3.962	 4.102	179.385	   0.0	 2.528	167.896	  0.16	 0.199	146.841	 -1.47	 9.531	 3.937	  2.44	  2.46	10.0711520801269	12.6707734900119	 23.99	 23.88	 26.41	 25.96	12.175	12.365	11.912	12.1506666666683	1.22133333334932	
2404	31/03/2017	13:30:23	 9.482	147.124	 4.818	 4.097	179.387	   0.3	 2.494	167.905	  0.16	 0.199	146.841	 -1.47	 9.504	 3.929	  2.41	  2.43	10.0590467755101	12.6406005399767	 23.99	 23.88	 26.40	 25.96	12.175	12.365	11.912	12.1506666666683	1.22133333334932	
2405	31/03/2017	13:30:26	 9.323	147.285	 5.392	 4.081	179.405	   0.0	 2.478	167.909	  0.16	 0.199	146.841	 -1.47	 9.469	 3.913	  2.39	  2.41	10.0174946285406	12.5883844500204	 23.99	 23.88	 26.40	 25.96	12.175	12.365	11.912	12.1510000000126	1.22100000000501	
2406	31/03/2017	13:30:28	 9.432	147.363	 3.898	 4.074	179.409	   0.0	 2.463	167.914	  0.17	 0.199	146.841	 -1.47	 9.444	 3.905	  2.37	  2.39	10.0082072351797	12.5614279299625	 23.99	 23.88	 26.40	 25.96	12.176	12.365	11.912	12.1510000000126	1.22100000000501	
2407	31/03/2017	13:30:30	 9.359	147.603	 4.850	 4.058	179.424	   0.3	 2.432	167.923	  0.17	 0.199	146.841	 -1.47	 9.413	 3.889	  2.35	  2.37	9.95193166694662	12.5134758799686	 23.99	 23.88	 26.40	 25.96	12.176	12.365	11.912	12.1510000000126	1.22100000000501	
2408	31/03/2017	13:30:32	 9.325	147.712	 4.374	 4.043	179.432	   0.0	 2.417	167.927	  0.17	 0.199	146.841	 -1.47	 9.380	 3.881	  2.33	  2.35	9.95851828687591	12.5142724200123	 23.99	 23.88	 26.40	 25.96	12.177	12.365	11.912	12.1513333333423	1.22066666667524	
2409	31/03/2017	13:30:34	 9.322	147.936	 5.380	 4.042	179.438	   0.4	 2.388	167.936	  0.17	 0.199	146.841	 -1.47	 9.355	 3.869	  2.30	  2.33	9.91978405110422	12.4503118199646	 23.99	 23.88	 26.40	 25.96	12.176	12.365	11.912	12.1510000000126	1.22100000000501	
2410	31/03/2017	13:30:36	 9.143	148.097	 4.805	 4.014	179.458	   0.0	 2.372	167.941	  0.17	 0.199	146.841	 -1.47	 9.320	 3.850	  2.28	  2.30	9.84936035776627	12.3771001999994	 23.99	 23.88	 26.40	 25.95	12.176	12.365	11.912	12.1510000000126	1.22100000000501	
2411	31/03/2017	13:30:39	 9.288	148.161	 3.782	 4.010	179.459	   0.0	 2.356	167.946	  0.17	 0.199	146.841	 -1.47	 9.293	 3.848	  2.26	  2.28	9.88821173128963	12.4259223900153	 23.99	 23.88	 26.40	 25.95	12.176	12.365	11.912	12.1510000000126	1.22100000000501	
2412	31/03/2017	13:30:41	 9.238	148.404	 5.424	 4.001	179.471	   0.5	 2.324	167.956	  0.18	 0.199	146.841	 -1.47	 9.264	 3.832	  2.24	  2.26	9.82796765978856	12.3502172800072	 23.99	 23.88	 26.40	 25.95	12.177	12.365	11.912	12.1513333333423	1.22066666667524	
2413	31/03/2017	13:30:43	 9.118	148.548	 4.867	 3.982	179.483	   0.3	 2.308	167.961	  0.18	 0.199	146.841	 -1.47	 9.230	 3.816	  2.22	  2.24	9.77764484657382	12.2869796200102	 23.99	 23.88	 26.40	 25.96	12.177	12.365	11.912	12.1513333333423	1.22066666667524	
2414	31/03/2017	13:30:45	 9.132	148.642	 4.821	 3.973	179.490	   0.3	 2.279	167.965	  0.18	 0.199	146.841	 -1.47	 9.209	 3.812	  2.20	  2.22	9.78308087440382	12.2938107500086	 23.99	 23.88	 26.39	 25.95	12.177	12.365	11.913	12.1516666666721	1.22033333334548	
2415	31/03/2017	13:30:47	 8.973	148.879	 5.431	 3.954	179.508	   0.4	 2.264	167.975	  0.19	 0.199	146.841	 -1.47	 9.176	 3.794	  2.18	  2.19	9.72878955790657	12.1978330500133	 23.99	 23.88	 26.39	 25.95	12.176	12.365	11.913	12.1513333333423	1.22066666667524	
2416	31/03/2017	13:30:49	 9.130	148.970	 3.982	 3.946	179.513	   0.0	 2.249	167.980	  0.19	 0.199	146.841	 -1.47	 9.148	 3.785	  2.16	  2.18	9.71214045390661	12.2103741000028	 23.99	 23.88	 26.39	 25.95	12.177	12.365	11.913	12.1516666666721	1.22033333334548	
2417	31/03/2017	13:30:52	 9.099	149.191	 4.892	 3.942	179.521	   0.6	 2.219	167.990	  0.19	 0.199	146.841	 -1.47	 9.122	 3.776	  2.13	  2.16	9.69747560159885	12.159205620017	 23.99	 23.88	 26.39	 25.95	12.177	12.365	11.913	12.1513333333423	1.22066666667524	
2418	31/03/2017	13:30:54	 8.957	149.345	 5.456	 3.918	179.537	   0.5	 2.202	167.995	  0.20	 0.199	146.841	 -1.47	 9.083	 3.751	  2.11	  2.13	9.59081865134067	12.0522063500248	 23.99	 23.88	 26.39	 25.94	12.177	12.365	11.913	12.1516666666721	1.22033333334548	
2419	31/03/2017	13:30:56	 8.944	149.430	 3.843	 3.907	179.541	   0.0	 2.172	168.000	  0.20	 0.199	146.841	 -1.47	 9.056	 3.751	  2.09	  2.11	9.64439344602579	12.1195305800211	 23.99	 23.88	 26.39	 25.94	12.177	12.366	11.913	12.1520000000019	1.22000000001572	
2420	31/03/2017	13:30:58	 8.948	149.668	 4.723	 3.907	179.545	   0.5	 2.152	168.010	  0.20	 0.199	146.841	 -1.47	 9.031	 3.736	  2.07	  2.09	9.55271828046534	12.0043278999656	 23.99	 23.88	 26.39	 25.94	12.177	12.365	11.913	12.1516666666721	1.22033333334548	
2421	31/03/2017	13:31:00	 8.940	149.784	 4.436	 3.874	179.571	   0.0	 2.139	168.015	  0.18	 0.199	146.841	 -1.47	 8.998	 3.716	  2.05	  2.07	9.50975717786059	11.9503412599879	 23.99	 23.88	 26.39	 25.94	12.177	12.366	11.913	12.1523333333316	1.21933333335619	
2422	31/03/2017	13:31:03	 8.953	149.987	 3.974	 3.872	179.571	   0.0	 2.109	168.025	  0.20	 0.199	146.841	 -1.47	 8.969	 3.715	  2.03	  2.05	9.5520017586532	12.0034274899954	 23.99	 23.88	 26.39	 25.94	12.177	12.366	11.914	12.1523333333316	1.21966666668595	
2423	31/03/2017	13:31:05	 8.782	150.152	 4.913	 3.872	179.577	   0.6	 2.100	168.032	  0.23	 0.199	146.841	 -1.47	 8.941	 3.700	  2.00	  2.02	9.47364105870656	11.9049563000153	 23.99	 23.88	 26.39	 25.94	12.177	12.366	11.914	12.1523333333316	1.21966666668595	
2424	31/03/2017	13:31:07	 8.769	150.361	 3.790	 3.835	179.602	   0.0	 2.065	168.043	  0.22	 0.199	146.841	 -1.47	 8.908	 3.680	  1.98	  2.00	9.41538123886858	11.8317446800211	 23.99	 23.88	 26.39	 25.94	12.179	12.366	11.914	12.1530000000057	1.21900000001187	
2425	31/03/2017	13:31:09	 8.820	150.447	 3.828	 3.834	179.602	   0.4	 2.051	168.048	  0.22	 0.199	146.841	 -1.47	 8.881	 3.679	  1.96	  1.98	9.46159432297281	11.8898178900126	 23.99	 23.88	 26.39	 25.93	12.178	12.366	11.914	12.1526666666614	1.21933333335619	
2426	31/03/2017	13:31:11	 8.644	150.685	 4.007	 3.831	179.613	   0.6	 2.023	168.059	  0.22	 0.199	146.841	 -1.47	 8.848	 3.657	  1.94	  1.96	9.36511699450784	11.7685806199879	 23.99	 23.87	 26.39	 25.93	12.178	12.366	11.914	12.1526666666614	1.21933333335619	
2427	31/03/2017	13:31:13	 8.796	150.776	 3.802	 3.803	179.628	   0.0	 2.007	168.065	  0.22	 0.199	146.841	 -1.47	 8.822	 3.649	  1.92	  1.94	9.35781385281007	11.7594032000052	 23.99	 23.87	 26.39	 25.93	12.179	12.366	11.914	12.1530000000057	1.21900000001187	
